text,label
Với giá 25k thì uống nhà Hoàng này cũng ok. Nhưng mức giá tầm 35-40k thì uống của c Thanh Loan (good food) lê hồng phong hoặc c Châm Nam chợ năng tĩnh thì ngon hơn nhiều nhiều nhé.,2
#BocThamTrungThuong #TheGioiDiDong #NamDinh #GiamGia #QuaTang #KhuyenMai,1
Maii Thùyy Linhh ngon nha b,2
B tham khảo quán mình nha,1
"Mn rec quán Mline nhiều nhưng chiều tối em đi qua lúc nào cũng thấy đóng cửa
sốp còn bán nữa không ạ",0
Miễn phí 2 tháng học trải nghiệm khi đăng ký cho bé học tại trường.,1
Nhà c Châm Nam e nhé,1
Mai Thùy Linh siêu ngonnn,2
Mời b ghé thử quán tại 265 Hàn Thuyên - đối diện chùa Cả ạ,1
Giải thưởng siêu hấp dẫn:,1
Duy nhất từ 01/01 - 10/01. Đừng bỏ lỡ!,1
Mai Thùy Linh đây ạ,1
"Trà sữa cốm ở Mooncha đi b ơi, có Gạo rang kem cốm và olong kem cốm ạ, giá đều 25cá ạ",1
SIÊU ƯU ĐÃI ĐI KÈM:,1
Gà ủ muối nửa con nhà mình 63k. 90k và 98k,1
𝟏𝟓 𝐒𝐚̣𝐜 𝐝𝐮̛̣ 𝐩𝐡𝐨̀𝐧𝐠 𝐠𝐢𝐚́ 𝟖𝟎𝐊 – Năng lượng mọi lúc mọi nơi,1
Xưởng nhà e mới có trà sữa cốm rồi nha các bác ưiii,1
"Mọi người giới thiệu e 1 vài nơi bán trà sữa cốm với ạ , e thích nó ít trà , ngậy , béo béo",2
Thời gian áp dụng: 17h ngày 10/01/2026,1
"Đ𝗶𝗲̣̂𝗻 𝘁𝗵𝗼𝗮̣𝗶, 𝗟𝗮𝗽𝘁𝗼𝗽, 𝗠𝗮́𝘆 𝘁𝗶́𝗻𝗵 𝗯𝗮̉𝗻𝗴 𝗚𝗜𝗔̉𝗠 Đ𝗘̂́𝗡 𝟯𝟬%",1
Nhà c Châm Nam bạn nhé,1
"Cốm liên hệ e nha , e có chuyến mới vào t7 , ai lấy gì nhắn e ạ",1
Mng cho em xin fb chị này được k ạ,1
Mời bạn ghé thử trà sữa cốm của nhà mình ạ. A18 Coffee &tea -19 Trần Tế Xương( đối diện bờ hồ ) ạ,1
Xin địa chỉ bán gà luộc nửa con với ạ,1
Maii Thùyy Linhh cốm ngongg nha bác,2
@quán cô bé ngã 6 năng tĩnh,1
Trà sữa cốm thì chưa uống quán nào ngon hơn của c Châm Nam,2
Mở ví Kerdivo giảm ngay 1 triệu,1
Mỗi chị nhón 1 thứ đi e tặng ạ,1
"Quán phở trường đối diện sân
dệt",1
Maii Thùyy Linhh bạn ơi ngon xúc sắc,2
Goofoo Lê Hôg Phong cg có b,1
e là rất đỉnh,2
E xin ít review ở làng cổ gia hưng ạ . E tổ chức sn kb gọi món như nào cho hợp lí,1
𝐋𝐢̀ 𝐗𝐢̀ Đ𝐚̂̀𝐮 𝐍𝐚̆𝐦 - 𝐓𝐚̣̆𝐧𝐠 𝐍𝐠𝐚𝐲 𝟓 𝐓𝐫𝐢𝐞̣̂𝐮,1
"Áp dụng cho 15 học viên đầu tiên, ba mẹ nhanh tay đăng ký để không bỏ lỡ!",0
Số 10 Nguyễn hiền Nam Định,1
"Nhằm tri ân quý khách hàng đã luôn tin tưởng và ủng hộ, 𝐓𝐡𝐞̂́ 𝐠𝐢𝐨̛́𝐢 𝐝𝐢 đ𝐨̣̂𝐧𝐠 𝟐𝟓𝟖 𝐇𝐚̀𝐧 𝐓𝐡𝐮𝐲𝐞̂𝐧 tổ chức chương trình 𝐁Ố𝐂 𝐓𝐇Ă𝐌 𝐓𝐑Ú𝐍𝐆 𝐓𝐇ƯỞ𝐍𝐆 𝐯𝐨̛́𝐢 𝐧𝐡𝐢𝐞̂̀𝐮 𝐩𝐡𝐚̂̀𝐧 𝐪𝐮𝐚̀ 𝐠𝐢𝐚́ 𝐭𝐫𝐢̣",2
"Tiếng Trung - IEC Nam Định Bạn nào đang tìm chỗ học tiếng Trung thì tìm hiểu ở đây nha
Lớp ít người, giáo viên kèm sát từng bạn
Chưa đạt là được học lại miễn phí luôn",1
"Mọi người giới thiệu e 1 vài nơi bán trà sữa cốm với ạ , e thích nó ít trà , ngậy , béo béo 
Nay e uống cốc này thấy cũng ngon mà rẻ có 25k , nên muốn tìm thêm 1 vài qu… See more",2
Góp 0% lãi suất. Đưa trước chỉ từ 20%,1
"Ngon bác ơi phù hợp ăn gia đình có người lớn tuổi , có lẩu các món lẻ ăn ngon",2
Đ𝗼̂̀ 𝗚𝗶𝗮 𝗗𝘂̣𝗻𝗴 𝗴𝗶𝗮̉𝗺 𝘀𝗮̂𝘂 đ𝗲̂́𝗻 𝟱𝟬%,1
Nhà Bùi Tuyết vs chị Thanh Loan nhé,1
B mua ở đâu có 25k vậy?,1
Địa chỉ : nhà hàng dê Thái số 19 lô 6B Lê Hồng Phong - Ngô Quyền - HP,1
"Người độcc thân lại ghé nhà hàng Dê Thái Lê Hồng Phong đây 
 – phải nói thật là nhớ… nhớ nhất cái mùi dê thơm nức mũi từ ngoài cửa 
… See more",2
Mình cũng cần mua cho 2 em cún,1
"bẹ dê chiên đậu bắp nghe lạ mà ăn cuốn lắm, giòn bên ngoài – béo bên trong, chấm chao ngon giòn ”",2
"chuẩn luôn bạn, ai k0 ăn thì thanh lý mình mua mình ăn",2
Mình bảo để đây cũng chả ai dám mua trừ mua cho cún,1
Ớt xinh store 60 Quang Trung- 373 Ngô Gia Tự Hải phòng,2
"thực ra là vi khuẩn chết rồi, nhưng độc tố thì vẫn còn, ăn vào kk bị đau bụng nhưng độc tố lưu lại trong cơ thể gây ung thư
đó là lý do họ có thể nhẫn tâm nhập tp bẩn để chế biến vì biết là ăn sẽ kk chết ngay đc",0
Ai có thì đem tiêu huỷ hết đi chứ đừng bán cho nó mất công nó bán hàng lại rồi lại đầu độc mình ko biết được đâu . Với lại đừng cho chó mèo ăn đã là dịch bệnh thì ảnh hưởng đến con người thì cũbg sẽ ảnh hưởng đến động vật thôi !,0
"1 phút Review chỗ có GIỎ QUÀ TẾT đẹp và uy tín nhất HP đi nào cả nhà ơi

#HRVDANHP",2
Pham Mai Anh nhà c này đẹp đồ chất lượng ạ,2
"2 loại đó là 2 loại t mê nhất
bùn thật sự",2
Bạn nào thanh lý rẻ để lại cho mình mấy hộp. Chả mấy khi thằng đệ mình có cơ hội ăn đồ hộp,1
Chủ tus k ăn để m nhé,1
Ké ai có xúc xích heo không thanh lý em mua với ạ :(((,0
Hoàng Hải Hà nha e ơi,1
Nó thay tên thương hiệu khác là hết dấu vết,2
Cá sốt dầu,1
Trần Huy lên kèo,1
Có ai là fan dê giống mình không? Vào đây điểm danh xem mọi người mê món nào nhất để lần sau mình gọi cho chuẩn nha,0
Thấy bảo nấu chín và nhốt trong hộp kín là tiêu diệt đc virus,1
hôm nào team mình đi nhé,1
Người độcc thân lại ghé nhà hàng Dê Thái Lê Hồng Phong đây,1
"dê tái chanh thì khỏi bàn, thịt tươi, chua nhẹ, thơm, càng ăn càng cuốn",2
Nhà này ngon lắm.,2
"– phải nói thật là nhớ… nhớ nhất cái mùi dê thơm nức mũi từ ngoài cửa 
… See more",2
Huỷ đi thôi chứ còn bán lại làm gì hả chị? Cho con vật thì cũng ko đành. Mà nhỡ vào tay đội nào …. có vấn đề lại bóc đem bán đồ ăn nữa thì chít toi,0
"Pate e tự làm nói "" KHÔNG"" với săm bết tạo màu tạo mùi các bác ạ",0
"Đang tiêu huỷ 17 tấn, câc mẹ ko vất nhanh cho vật ăn nó lây bệnh khổ thân nó",1
Mua cho tó ăn hả e?,1
Khanh Linh Le NguyenMai Chi Do đã hoạt động 4 năm nayy,1
Cái món cá sốt dầu sao mà mình ko mê nổi,2
– phải nói thật là nhớ… nhớ nhất cái mùi dê thơm nức mũi từ ngoài cửa,2
Nhìn ngon luôn,2
Nhà tôi có con cờ hó tôi còn ko thèm lấy về cho nó ăn =))),1
Ở đại lý chỗ nhà mình vẫn bán kêu là đây thịt bò vs cá ksao cả :))),1
Bạn thu mua với mục đích gì vậy,1
ăn ngon quá ak :)))),2
Em ứng cử với,1
M cần mua cá sốt dầu? Ạ giá bn inb giúp em,1
Mời bác tham khảo nhà em nhé! Em ở cầu Niệm ạ,1
Tại sao em tl cmt mà bị từ chối dạ mọi người ơi,1
Các anh chị ơi nhà ai còn đồ hộp hạ long nhưng sợ hk dám ăn thì thanh lý lại cho em nhé,0
Cho cho chó mèo ăn xong cho con ôm ấp liếm tay chân xong nó lây bệnh cho người,1
Bản chất thì người hay vật ăn có làm sao đâu. chỉ là cảm giác ghê thôi. đang rẻ thì mua về cho mấy con nuôi ở nhà ăn cũng đc.,0
"Cái pate gan màu tím kia là mình thik ăn nhất.
giờ nghĩ vẫn thèm cái hương vị ấy",1
60 Quang Trung,1
Tk e ạ 4xx ạ,1
mình cũng muốn mua 1 ít cho cún nhà mình ăn Tết :)),1
E mua pate gan hộp tím,1
Đức Thạchch,1
"dê xào măng trúc xào tới đâu dậy mùi tới đó, măng giòn – dê mềm, ăn cuốn không kịp nói chuyện",0
Thu Anh lỡ một cuộc hẹn,1
B là sale bên công ty đúng ko:)))),1
"Không gian ngồi thoải mái, đi nhóm bạn hay gia đình đều hợp, gọi mâm dê là đúng bài luôn",0
Mình còn nhiều vì nhà bán tạp hoá nhưng bên hãng k có phản hồi thu lại. B cần rẻ nhắn m,1
Menu ở đây đúng kiểu team mê dê bước vào là hoa mắt:,2
"dê hầm thuốc bắc thì nước ngọt thanh, ấm bụng, ngồi nhâm nhi chuẩn bài",2
Lên kèo c ơi Hương Thu,1
Thanh Ngân b ơi,1
Nhưng công nhận tương ớt KFC là ngon nhất trong mấy hãng gà rán. Tuy nó k cay nhưng vẫn ngon.,2
"Vài gói tương ớt đáng giá bao nhiêu
Mình từng là fan cuồng gà rán kfc. 1 tuần mình thường đặt 1 lần. Nhưng hbua mình đặt kfc giao về, mình quyết định sẽ từ bỏ thương hiệu này chỉ vì họ nhất quyết không cho thêm tương ớt. Nhân viên tư vấn bảo là 1 miếng gà chỉ đc 1 gói. Và 1 đơn 250k chỉ cho thêm đc … 3 bịch tương ớt.
Có thể mình kẹt xỉ, nhưng là tín đồ tương ớt chua ngọt kfc và gà rán, sau khi nhận đc câu trả lời này mình thấy kfc ưu tiên gói tương ớt hơn là khách. Nên từ nay m… See more",0
"Nó là tương ớt Life, bạn mua cả chai về mà dùng",1
Phồng Tôm Minnh Thư note lại để né tiệm này. Đọc cmt nhiều ng dính lắm,1
":)))))) bạn mình đặt hôm 20/10 đặt một đường, làm vị một nẻo
cứ tưởng là nhầm, hnay đọc cmt mới biết là shop có truyền thống",1
Bnay ăn cũng chán cơ,0
Che tên kĩ quá ko biết tiệm nào mà né ra cả,1
Ôi để tên quán lên luôn đi c,1
"Ối! Thấy qc cũng hay ho, m đang định thử. Tk chủ thớt đã kịp thời lên bài!",2
Bạn tham khảo Sanho cakes ạ,1
shop này gặp kiếp nạn vs ship hay sao mà đọc cm thấy đơn nào của khách cx lí do ship làm hỏng bánh,0
Văn vở lươn lẹo kinh lên dc,1
"Cho là khúc giao trễ làm ngơ đi, tới cái bánh thì hết hồn hà",1
Bánh xấu vãi,0
Cái đế bánh như muốn long con mẹ ló ra khỏi đế lắm r í,1
Cũng dính tiệm này 1 lần,1
Update tình hình vụ việc. Hôm qua shop có nhắn qua messenger hỏi xin số mình ko dc lại nhắn cho người nhận để xin số. Người nhận ko rõ nên đã cho số. Họ xin số mình với mục đích xin lỗi. Vậy là họ đã có số mình nhưng mình KO NHẬN ĐƯỢC BẤT KỲ LỜI XIN LỖ… See more,1
Nhìn cái bánh phì cả cười :)) bằng một phép màu nào đó mà vẫn tự tin ship bánh cho ng ta.,1
Thư Trang giống bà nè,1
Này là do csch đó b. Trc t đặt bên này 1 lần bị muộn giờ nhg xl luôn nên oki . Chắc tuỳ cơ sở r,2
"Bánh xấu vd nhìn k liên quan với mẫu, ship sai giờ bánh thì bị dính vào hộp mà rep như cắn khách luôn",0
Sáng mùng 1 đọc bài lướt tới cái ảnh 2 cái bánh mà t muốn chửi thề=)),1
Nhận bánh hết hồn luôn,1
Đặt mẫu 1 đằng làm 1 nẻo,1
Tvia tvia mua ở đây suốt nhưng chưa bị sao. Bánh khá ok luôn mà đúng là nó ship k hẹn giờ đâu khoảng khoảng thôi.,0
Dương Thuỷ Tiên,1
Chọn mẫu cho khách zui chứ bánh hình ntnao là do sốp,1
"Mà hôm vưa r đặt 1 mẫu, xong trước giờ ship cũng bảo làm rơi bánh. Hình như đổi chủ hay là nvien có vấn đề ấy. Chứ e cũng đặt mấy lần r",2
Làm ăn sao ko có tâm chút nào vậy trờiiiii.,1
"Bún đậu mắm tôm nhưng mắm tôm nhà này ăn vừa nhạt vừa chua + cay xè lưỡi. Được cái suất đầy đặn còn có tim (lượng tim 1 phần thì gan phải 5 phần, gan vừa dày vừa nhiều
), nhưng ngồi vỉa hè mà phía bên gốc cây nó khai thôi nhé cuộc đời luôn, mà chỗ phí… See more",0
Ko nhầm thì shop này,1
"Bánh quá xấu, làm việc thì ẩu. M thấy đừng quá tin vào thương hiệu lạ chạy quảng cáo nhiều. Cứ những nhà homemade làm việc có tâm như Ly Phùng … thì đảm bảo chỉ có yên tâm",0
"Mình rút kinh nghiệm cứ chạy qua tiệm bánh ( fresh, orig...) quất luôn 1 cái tay xách cho yên tâm chứ ship ngày này toàn fail thôi",0
Cái tiệm này đứt dây thần kinh phân biệt hình thái à,1
"Chưa nói đến việc giao muộn , sao mẫu bánh đẹp dị mà ship cho khách xấu quá trời",0
Haha trùng hợp chạy qc ngay bên dưới luôn,1
Uyên Phan note nại để né,1
"Chạy qc mạnh lắm ý, đợt sinh nhật con mình suýt mình đặt may trời độ ko rước cục tức vào người",1
Thử 1 lần cho biết t… See more,1
Phạm Quỳnh Lâm +1 nạn nhân bị shop giao trễ hẹn quá lâu và +1 shop vào danh sách không bao giờ quay lại ạa,0
Khiếp quả bánh trông như đấm vào thị giác người ta,1
Trần Hải Yến Quỳnh Quỳnh,1
Lê Hà Giang nhiều người gặp kiếp nạn shop này,1
Bê bài này lên nhiều nhóm đi b cho mng cùng né và cạch mặt cái quán bánh lừa đảo này đi,0
Quả bánh xấu nhất mềnh từng thấy,0
tẩy chay luôn chứ ngại gì :))) shop thế này bán hàng cho vui chứ khách kệ mẹ khách,2
"vl quả bánh xanh kia mua đại tiệm nào ở đường cũng đc, đặt thế này mua bực vào ng",1
Nhìu ng dính shop này ghê,1
Mọi người tham khảo Sanho cakes ạ,1
K biết sao từ chối nên m cmt ảnh,1
PHỐT 1000 Lần r mà k ai tin vậy taaa,1
"Mọi người làm ơn đừng đặt bánh sinh nhật qua app spf nhé . Năn nỉ đấy , dm cứ đè tan tầm đặt bánh sinh nhật . Ác vcl 1 tay lái xe 1 tay ôm mấy trăm nghìn . Đc 13k mà sơ hở là vừa mất tiền vừa mất mạng",1
"Gọi thêm 1 suất bánh cuốn trứng, thấy trứng và nhân khá nhiều, ăn đậm đà hơn. Tổng thể 80k bữa ăn gồm 2 suất chả quế + 1 suất trứng, ngồi ngày đông thấy hợp lý, đủ ấm bụng.",2
"khiếp như kiểu quên đơn của khách nên lấy cớ shipper làm hỏng bánh để giao muộn, xong làm bừa 1 cái bánh để giao nên mới có thể xấu như vậy :)))))",0
"Shop này làm ăn lừa đảo đấy ạ , đợt mình đặt hoa 20/10 xong quỵt luôn k giao . Gọi cả ngày sdt sai gọi k dc . Sang ngày hôm sau mới bảo hoàn tiền nhưng cũng phải đòi gần chục lần mới hoàn . Nhiều ng đều bị , cũng có ngày shop bị phốt mình chờ ngày này lâu lắm r =))))",0
"Bánh cuốn Song Phương ở 64C Đội Cấn nghe danh thì nhiều drama, nhưng tò mò vẫn ra ăn thử xem thực hư thế nào. Quán bán khá đa dạng: bánh cuốn chả quế, chả viên, bánh cuốn trứng, kèm thêm mấy món kiểu gà tần, chim quay cho ngày lạnh.",0
"Bánh cuốn Song Phương – 64C Đội Cấn: ăn rồi thì thôi, cũng ổn",0
"Mấy shop làm ăn mất dạy nhưng vẫn đc ng tốt thanh toán đủ tiền nên chúng nó mới không rút ra bài học gì. Các bác mà bị vậy thì không chấp nhận trả nốt tiền, rate 1*, block quán cho chúng nó bỏ cái thói làm ăn chộp giật, lại còn giọng điệu lừa dối. T gh… See more",0
"Đến shiper nhìn thấy bánh sinh nhật còn huỷ vì sợ hỏng bánh, rút kinh nghiệm là đặt ship của quán ko tự tới lấy bánh là an toàn nhất",0
"Mình toàn đặt ở mấy tiệm to, tiệm quen như The cake lab, Tiệm Panacotta...trvia chưa bao giờ bị trễ hẹn. Mấy shop làm ăn vớ vẩn, trả treo thế này mất hết khách",0
Năm ngoái em đặt bên này cho cô giáo lớp con e này . Làm đẹp lắm.,2
Nguyễn Khánh Linh,1
"Vì k phải mình nhận nên dặn shop trc khi ship thì chụp lại bánh, ntin hỏi thì kêu vội quá k chụp lại. Xong cuối cùng các cô chụp lại thì bánh nhận đc khác so với hình q.cáo",1
Hà Vi hôm đấy suýt đặt bọn này sn Sammy này,1
"Tiệm này giá báo 1 kiểu, xong còn thêm quả chọn cốt bánh, chọn topping xong thêm giá của bánh gốc. Đặt cái bánh 3-400k mà k có đĩa nĩa nến đi kèm, kì kèo tiền ship với khách từng chút 1 =)))",1
"À bánh của bên này ăn cũng bth, ko ấn tượng mấy :)))",1
"Ko biết chủ hay nhân viên trực page mà từ đầu đến cuối không viết được một câu xin lỗi, đã thế còn trả treo phát sợ luôn ạ
tế luôn mùng 1 mùng 2 thôi ạ",0
Ơ quán ở nguyễn phong sắc trc cổng trg báo ạ,2
"Trộm vía e, e đặt đơn kép, e ko cọc mà e thanh toán hết luôn, hôm sau ship trễ 5p thoai. Thành phẩm cũng khá hài lòng.",1
Thuý Hằng vc quả shop luôn,1
"em chưa mua bánh lần nào bên này nma có mấy lần nhắn hỏi thấy thái độ cũng sao sao nên né luôn
em rcm chị mua bên Thu Hường, bánh ngon mà các bạn chăm sóc mình nhiệt tình. haiz khổ thân chị cái bánh thứ 2 nó giao vẫn xô lệch cơ chứ @@",2
khác shop nhưng chung cảnh ngộ =))))) bánh của mình 500ka,1
"T cũng thấy q.cáo chạy nhiều, đặt thử cho con sn ở lớp.",1
"Phốt kiểu này các ch bánh nhiều lắm rồi. Ở vị trí giải quyết các vấn đề của bạn thì mình chỉ có giải pháp ko làm cái mảng này thôi chứ ko thể đáp ứng được
Bạn phải theo sát thôi chứ ko kì vọng được nhiều thế",0
May quá hôm bữa định đặt mà quán khác rep tin nhắn trước.,1
Làm cái bánh vậy mà vẫn tự tin bán cho khách hả :)),1
"Mọi chuyện có thể thôi bỏ qua cho tới khi nhìn thấy cái bánh @@ moá ko đc là treo đầu dê bán thịt chó nữa, đây là thịt lừa",0
"May quá, đợt trc cũng tính đặt bánh bên này, quán chạy qc siêu nhiều",1
"Quán mình khách đặt đơn ship đã phải chu toàn mọi khâu đóng gói, chuẩn bị. Mà này khách còn đặt đi tặng, không trực tiếp nhận, thì mình phải có trách nhiệm làm cẩn thận, chu đáo hơn. Đơn đi h nào, lộ trình ra… See more",0
Phản hồi mà tận 1 ngày sau chúng nó mới xin lỗi đây =))),1
Chưa thấy ai sang page tế shop nhỉ. Đọc cmt thấy nhiều bạn bị dính tiệm này ghê.,1
Bánh 666 vậy cũng làm dc,1
Quả bánh nhìn ối dồi ôi thế,1
"cái quán này thấy trên tóp tóp mình còn vào khen sao làm đẹp mà giá tốt vậy
hoá ra chỉ là quảng cáo",2
từ giây phút nhìn cái bánh nhận đc thì xóp nói gì cũng sai =)) phải có căn lắm mới có thể viết được cái dòng chữ xấu như v =)),0
"Tiệm tên gì để mình né ạ, sao cái bánh có thể xấu 1 cách kỳ diệu vậy.",0
"Thôi thì drama để bên ngoài, còn đồ ăn ở đây với mình là ăn được, ổn định, không có gì phải lăn tăn nếu muốn tìm một quán bánh cuốn nóng cho ngày lạnh Hà Nội. #ăn_uống_là_phải_tử_tế #bản_đồ_ẩm_thực_Việt_Nam",0
Ủa mẫu bánh với cái nhận nó như mặt trăng với hột gạo luôn mà cũng giao được.,1
"Hẹn 6r lấy bánh 7h mí shipp
vì vội nên k check kịp ai nào ngờ
kkk bài học bài học thoaiii",1
bạn decor bánh này tập viết chữ chưa được 1 tuần nữa (,1
"Em cũng từng có trải nghiệm tệ với cái tiệm này. Em đặt bánh qua lấy, đến đúng giờ em qua thì không có bánh. Em hỏi thì nhân viên mới đi check và bảo thẳng bọn em quên bánh của chị, chị chờ bọn em từ kho đem tới. Em đứng chờ cỡ 30 phút đến giờ đi công … See more",0
"Vcl cái bánh trông ko lien quan tí nào, loại này tẩy chay ngay , đi tặng đúng bực",2
Đáng nhẽ k nên ck nốt,1
Shop này mình cũng có trải nghiệm đặt bánh siêu tệ :))) ship bánh muộn cả tiếng,0
Sau các bác ủng hộ tui đi. Hứa đúng mẫu 90% chứ k treo đầu dê bán thịt choá như này đâuuuuuuu Rabbit’s Cake,2
ôi may quá cũng đang thấy tiệm này hay hay hic,2
Sao gái phải che tên. Che rồi sao ng ta né,1
":))) lấy nho trung quốc cắt nhỏ miếng 50k/1kg đổi lấy 5 quả dâu tây :))), đến cả cái khác cũng không giống, shop thách thức người mua tìm điểm giống nhau giữa 2c bánh à . Cảm giác giống như hôm nọ mình đi ăn sườn 10 gọi combo sườn + salat + cánh gà, qu… See more",0
":)) ui k ngờ có trải nghiệm tương tự luôn. Bánh mình đặt 1 lần xong bị bóp méo, lúc đến mình cũng k kiểm tra nên k biết do shipper hay do chủ quán ăn nhận bánh để bánh trong tủ bị lỗi. Nhưng đúng cạch đến già luôn",0
"Nhìn cái bánh gửi cho khách hết muốn cứu luôn, này khác gì lừa dối khách hàng đâu",1
Ôi giống tuii nè,1
Mình cũng cho tiệm này vào blacklist luôn,1
Ly Còi ngày này cũng tới :))) may mình bai tiệm sớm :)))),1
Trần Quỳnh Trang còn nhớ cái tiệm muốn phốt này không,0
Hoàng Việt Đức thế mới biết bà Gấu có tâm nhờ toàn tự ship bánh thôi,0
Mình cũng bị đi đơn muộn nhưng bằng 1 cách hết sức dễ chịu. Học cách nhận lỗi về mình từ những điều nhỏ nhất là cách cứu mình sống sót giữa thương trường có hàng trăm doanh nghiệp lớn nhỏ ra đời mỗi ngày này đấy các bạn. Hay các bạn nghĩ doanh nghiệp c… See more,2
thấy shop này nhiều phốt lắm,1
"Shop này mình cũng có trải nghiệm siêu tệ. Đặt bánh cọc đầy đủ từ ngày 18 sau đó shop còn hỏi lại là nhận hàng ngày giờ nào cuối cùng đến giờ mình nhận thì gọi không được, nhắn trên page không ai trả lời. 1 tiếng sau mới gọi được cho shop thì bảo lại s… See more",0
"Bánh xấu thì thôi đi, đến cả chữ cũng xấu mà cũng giao cho khách đc. Shop ko sợ tổ nghề quật à =))))",0
Bread & Salt chán ko buồn tả,0
"=)))) ôi cuối cùng thì cũng có bài lên cái tiệm này, đặt cái bánh sn mà rước bực vào người, cskh thì cũng như kiểu cho có, rep khách thì mâu thuẫn câu trước đá câu sau, đến giờ ship bánh hay không cũng chẳng thấy báo 1 câu
điên mất",0
"Nói thật vừa tốn tiền chạy qc mà bán ra lại giá tốt thì hy vọng gì chất lượng nữa b
ngày lễ đông đơn nên đến lấy tận nơi để kiểm soát dc các thứ trên bạn ạ",1
Đọc cmt thấy ship làm rơi bánh khá nhiều,1
Á à em đang ko biết phải xả tức vào đâu thì gặp topic này. Các bác nào chê bánh kia chữ xấu thì chắc là do chưa nhìn thấy bánh của tiệm bánh giấu tên này rồi,0
Le Phuong Ly,1
"Hên quá bữa coi quảng cáo đẹp lắm, định đặt nma cuối cùng chốt bên khác :)) ông trời độ mình",2
"Mình chỉ tin tưởng order tiệm này thôi Bánh sinh nhật Happy Cake Cskh vs bánh lúc nào cũng ổn, mng tham khảo nè",0
Nguyen Hong Phuc,1
"Mùng 1 sớm mai, shop thích đào lửa thì nên dẹp tiệm sớm thoy",2
"Xong kêu tổ bánh ko có đầu bóp kem giống mẫu
nó coi mình là trẻ con hay gì… See more",2
"Cứ tưởng mỗi tiệm bánh P có phong cách giao hàng ""chị không nói phải nhận đúng giờ thì bên em mặc định sẽ giao muộn."" Hóa ra cả tiệm khác cũng có cái nết này",0
Mình cũng đang định sắp tới sn con trai mua thử mà như này chắc thui,1
Xin lỗi vì t đã cười khi xem cái ảnh bánh shop giao,1
"Nhìn cái bánh chán thật sự =)))))) màu bánh còn chả match với hoa quả, chữ thì xấu điên, bánh này cũng dám giao cho khách thì chịu sốp =)))))) +1 shop nên né",0
Theo kinh nghiệm của Em thì mấy shop mấy cửa hàng mà chuyên chạy quảng cáo đa phần khum có ổn aa,2
Khiếp bánh xấu điên chữ cx xấu =)))) để block,0
Đọc bài chủ thớt xong tôi phải đi tìm bằng được cái tin nhắn với shop Bread ang Salt này,1
Bánh 50k nhà em,1
